,index,term,course,Course,Instructor,Qtr/Yr,Enrollment,CAPEs Returned,Question,Freshman,Sophomore,Junior,Senior,Graduate,Extension,Visitor,Major,Minor,Gen. Ed.,Elective,Interest,A,B,C,D,F,P,NP,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Not Applicable,0-1,2-3,4-5,6-7,8-9,10-11,12-13,14-15,16-17,18-19,20 or more,Very Rarely,Some of the Time,Most of the Time,Yes,No,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
96,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,#Resp,Mean,StDev,,,,,,,,,
99,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Do you recommend this professor overall?,267%,133%,3,0.67,0.47,,,,,,,,,
100,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,Custom Question 5,0,0.00,
104,,FA12,VIS 175,,,,,,Grade received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,VIS 176,VIS 176 (A00) - 16mm Filmmaking               ,"Mangolte, Babette",FA12,23,5,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,VIS 176,,,,,,Your class level is,0,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,VIS 176,,,,,,Your reason for taking this class is,,,,,,,,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,VIS 176,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,VIS 176,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,VIS 176,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,VIS 176,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,
7,0.0,FA12,VIS 176,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,VIS 176,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,VIS 176,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,VIS 176,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,VIS 176,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,VIS 176,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,
13,0.0,FA12,VIS 176,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,VIS 176,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,VIS 176,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,VIS 176,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,1,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,VIS 176,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,VIS 176,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,VIS 176,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,1,0,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,VIS 176,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,1,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,VIS 176,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,VIS 176,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,VIS 176,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,VIS 176,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,VIS 176,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,
0,,FA12,VIS 176,,,,,,Grade received,,,,,,,,,,,,,9,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,VIS 176,,,,,,Grade received,,,,,,,,,,,,,56 %,38 %,6 %,0 %,0 %,0 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,VIS 178,VIS 178 (A00) - Sound - Theory and Production ,"Trigilio, Michael",FA12,22,11,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,VIS 178,,,,,,Your class level is,0,0,3,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,VIS 178,,,,,,Your reason for taking this class is,,,,,,,,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,VIS 178,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,2,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,VIS 178,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,VIS 178,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,VIS 178,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,,,,,,,,,,,,,,,,,,
7,0.0,FA12,VIS 178,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,VIS 178,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,VIS 178,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,4,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,VIS 178,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,1,3,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,VIS 178,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,VIS 178,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,
13,0.0,FA12,VIS 178,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,VIS 178,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,VIS 178,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,VIS 178,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,VIS 178,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,VIS 178,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,0,2,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,VIS 178,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,VIS 178,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,VIS 178,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,0,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,VIS 178,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,1,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,VIS 178,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,0,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,VIS 178,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,VIS 178,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,
0,,FA12,VIS 178,,,,,,Grade received,,,,,,,,,,,,,11,9,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,VIS 178,,,,,,Grade received,,,,,,,,,,,,,52 %,43 %,5 %,0 %,0 %,0 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,VIS 180A,VIS 180A (A00) - Documentary Evidence/Media Pra,"Nix, Laura R",FA12,24,9,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,VIS 180A,,,,,,Your class level is,0,0,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,VIS 180A,,,,,,Your reason for taking this class is,,,,,,,,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,VIS 180A,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,5,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,VIS 180A,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,0,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,VIS 180A,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,VIS 180A,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,,,,,,,,,,,,,,,,,,
7,0.0,FA12,VIS 180A,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,VIS 180A,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,VIS 180A,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,0,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,VIS 180A,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,1,0,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,VIS 180A,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,VIS 180A,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,
13,0.0,FA12,VIS 180A,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,VIS 180A,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,VIS 180A,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,VIS 180A,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,0,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,VIS 180A,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,VIS 180A,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,0,0,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,VIS 180A,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,VIS 180A,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,VIS 180A,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,VIS 180A,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,VIS 180A,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,VIS 180A,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,VIS 180A,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,
0,,FA12,VIS 180A,,,,,,Grade received,,,,,,,,,,,,,8,14,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,VIS 180A,,,,,,Grade received,,,,,,,,,,,,,35 %,61 %,4 %,0 %,0 %,0 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,VIS 180B,VIS 180B (A00) - Fic & Allegory/Curr Media Prac,"Lertxundi, Laida",FA12,24,3,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,VIS 180B,,,,,,Your class level is,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,VIS 180B,,,,,,Your reason for taking this class is,,,,,,,,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,VIS 180B,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,VIS 180B,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,VIS 180B,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,VIS 180B,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,,,,,,,,,,,,,,,,,
7,0.0,FA12,VIS 180B,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,VIS 180B,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,VIS 180B,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,VIS 180B,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,VIS 180B,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,VIS 180B,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
13,0.0,FA12,VIS 180B,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,VIS 180B,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,VIS 180B,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,VIS 180B,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,FA12,VIS 180B,,,,,,Lectures hold your attention.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,FA12,VIS 180B,,,,,,Instructor’s lecture style facilitates note-taking.,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,FA12,VIS 180B,,,,,,Instructor shows concern for students' learning.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,FA12,VIS 180B,,,,,,Instructor promotes appropriate questions/discussion.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,FA12,VIS 180B,,,,,,Instructor is accessible outside of class.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,FA12,VIS 180B,,,,,,Instructor starts and finishes class on time.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,FA12,VIS 180B,,,,,,Instructor is effective in promoting academic integrity.,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,FA12,VIS 180B,,,,,,"The instructor practiced effective teaching strategies that acknowledged and valued differences among students, including differences of race and gender identity.",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,FA12,VIS 180B,,,,,,Do you recommend this professor overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,
0,,FA12,VIS 180B,,,,,,Grade received,,,,,,,,,,,,,14,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,FA12,VIS 180B,,,,,,Grade received,,,,,,,,,,,,,61 %,39 %,0 %,0 %,0 %,0 %,0 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,FA12,VIS 183A,VIS 183A (A00) - Strategies of Self            ,"Nix, Laura R",FA12,23,7,General Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,FA12,VIS 183A,,,,,,Your class level is,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,FA12,VIS 183A,,,,,,Your reason for taking this class is,,,,,,,,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,FA12,VIS 183A,,,,,,What grade do you expect in this class?,,,,,,,,,,,,,3,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,FA12,VIS 183A,,,,,,I learned a great deal from this course.,,,,,,,,,,,,,,,,,,,,0,0,0,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,FA12,VIS 183A,,,,,,How many hours a week do you spend studying outside of class on average?,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
6,0.0,FA12,VIS 183A,,,,,,How often do you attend this course?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,,,,,,,,,,,,,,,,,,
7,0.0,FA12,VIS 183A,,,,,,The course material is intellectually stimulating.,,,,,,,,,,,,,,,,,,,,0,0,0,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,FA12,VIS 183A,,,,,,Assignments promote learning.,,,,,,,,,,,,,,,,,,,,0,0,0,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,FA12,VIS 183A,,,,,,Required reading is useful.,,,,,,,,,,,,,,,,,,,,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,FA12,VIS 183A,,,,,,This course is difficult relative to others.,,,,,,,,,,,,,,,,,,,,0,1,0,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,FA12,VIS 183A,,,,,,Exams are representative of the course material.,,,,,,,,,,,,,,,,,,,,0,0,0,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,FA12,VIS 183A,,,,,,Do you recommend this course overall?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,
13,0.0,FA12,VIS 183A,,,,,,Instructor displays a proficient command of the material.,,,,,,,,,,,,,,,,,,,,0,0,0,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,FA12,VIS 183A,,,,,,Instructor is well prepared for classes.,,,,,,,,,,,,,,,,,,,,0,0,0,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,FA12,VIS 183A,,,,,,Instructor's speech is clear and audible.,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,FA12,VIS 183A,,,,,,Instructor explains the course material well.,,,,,,,,,,,,,,,,,,,,0,0,0,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
